LIB,Filename,Entry-point,1,2,2-s,3,3-s,1+2,1+2_s,1+3,1+3_s,1+2+3,loc,all-sens pos,ct-verify pass?,Taint pass?,taint res,High taint pass?,Is_high_taint_1_2_pass
Tongsuo,curve25519,derive_pub_key,0.40663838386535645,135.084979057312,173.03347492218018,177.24875259399414,732.320321559906,0.35244131088256836,0.4024467468261719,0.38793253898620605,0.41162681579589844,0.40485715866088867,14744,7840,Verified!,Verified!,0,Verified!,Verified!
Tongsuo,curve25519,ossl_x25519,0.4113600254058838,12.595577955245972,15.043535947799683,14.156857252120972,28.11587929725647,0.3393075466156006,0.43849921226501465,0.41269946098327637,0.38988399505615234,0.3928666114807129,3561,163,Verified!,Verified!,0,Verified!,Verified!
