LIB,Filename,Entry-point,1,2,2-s,3,3-s,1+2,1+2_s,1+3,1+3_s,1+2+3,loc,all-sens pos,ct-verify pass?,Taint pass?,taint res,High taint pass?,Is_high_taint_1_2_pass
HACL,ChaCha20,Hacl_Chacha20_chacha20_decrypt,0.13501763343811035,27.557069778442383,37.52612781524658,30.50599455833435,254.87842774391174,0.11689877510070801,0.1196451187133789,0.13187623023986816,0.13028335571289062,0.13209843635559082,3303,180,Verified!,Verified!,0,Verified!,Verified!
HACL,ChaCha20,Hacl_Chacha20_chacha20_encrypt,0.1432480812072754,28.650739431381226,33.92263627052307,30.648887872695923,82.641188621521,0.13431835174560547,0.13666081428527832,0.14562320709228516,0.13781952857971191,0.14200329780578613,3285,180,Verified!,Verified!,0,Verified!,Verified!
